"ISBN";"Book-Title";"Book-Author";"Year-Of-Publication";"Publisher";"Image-URL-S";"Image-URL-M";"Image-URL-L";"Category";"Restricted-Category";"Summary";"Language"
"0963094424";"Angels and Visitations: A Miscellany";"Neil Gaiman";"1993";"Dreamhaven Books";"http://images.amazon.com/images/P/0963094424.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0963094424.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A miscellany of fiction, humour, non-fiction, poetry, and artwork,
Angels &amp; visitations journeys from science fiction and fantasy
shorts to detective stories and meticulously-researched literary
works.";"en"
"1401201172";"League of Extraordinary Gentlemen, Vol. 2 (Comic)";"Alan Moore";"2003";"DC Comics";"http://images.amazon.com/images/P/1401201172.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1401201172.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg";"['Comic books, strips, etc']";"['Miscellaneous 3']";"Once again a call goes out through the channels of British Military
Intelligence to an Improbable group of champions: The League of
Extraordinary Gentlemen.";"en"
"1563892278";"Preludes and Nocturnes (Sandman, Book 1)";"Neil Gaiman";"1998";"DC Comics";"http://images.amazon.com/images/P/1563892278.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1563892278.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg";"['Comics & Graphic Novels']";"['Comics & Graphic Novels']";"A collection of eight comics that introduce the series&#39; lead
character, the Sandman, Lord of Dreams.";"en"
"1563898586";"The League of Extraordinary Gentlemen, Vol. 1";"Alan Moore";"2002";"DC Comics";"http://images.amazon.com/images/P/1563898586.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1563898586.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"156971620X";"Harlequin Valentine";"Neil Gaiman";"2002";"Dark Horse Comics";"http://images.amazon.com/images/P/156971620X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/156971620X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg";"['Comics & Graphic Novels']";"['Comics & Graphic Novels']";"Dark Horse Manga and Harlequin Books are delighted to present a
shining new line of books that marry two of the most successful
phenomenon to hit bookstores - bestselling Harlequin romance fiction
and female-friendly Japanese manga!";"en"
"1592571301";"Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours)";"Trudy Suggs";"2003";"Alpha Books";"http://images.amazon.com/images/P/1592571301.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1592571301.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg";"['Language Arts & Disciplines']";"['Language Arts & Disciplines']";"Written by a native signer, this book teaches the basics of American
Sign Language through photographs, grouping signs by subjects, and
includes nonmanual signals, a history of the language, and an
introduction to deaf culture.";"en"
"0374270325";"A Man in Full";"Tom Wolfe";"1998";"Farrar Straus & Giroux";"http://images.amazon.com/images/P/0374270325.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"A Man in Full is a 1998 National Book Award Finalist for Fiction.";"en"
"0375719180";"The Miracle Life of Edgar Mint: A Novel";"Brady Udall";"2002";"Vintage Books USA";"http://images.amazon.com/images/P/0375719180.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0375719180.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Half Apache and orphaned, Edgar&#39;s trials begin on an Arizona
reservation at the age of seven when he is run over by the
mailman&#39;s jeep, after which he is taken from the hospital to a
school for delinquents to a Mormon foster family, and ...";"en"
"0440235502";"October Sky: A Memoir";"Homer Hickam";"1999";"Dell";"http://images.amazon.com/images/P/0440235502.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0440235502.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg";"['Aerospace engineers']";"['Miscellaneous 7']";"The life and times of aerospace engineer Home Hickman and his friends
in Big Creek, West Virginia.";"en"
"044023722X";"A Painted House";"John Grisham";"2001";"Dell Publishing Company";"http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Racial tension, a forbidden love affair, and murder are seen through
the eyes of a seven-year-old boy in a 1950s Southern cotton-farming
community.";"en"
"1573225487";"The Romance Reader";"Pearl Abraham";"1996";"Riverhead Books";"http://images.amazon.com/images/P/1573225487.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1573225487.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg";"";"['Miscellaneous 8']";"";""
"1853260673";"Far from the Madding Crowd (Wordsworth Classics)";"Thomas Hardy";"1997";"NTC/Contemporary Publishing Company";"http://images.amazon.com/images/P/1853260673.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1853260673.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Tells the story of Bathsheba Everdene, who must choose among three
suitors in Wessex in the 1840s.";"en"
"0060977477";"The Perfect Storm : A True Story of Men Against the Sea";"Sebastian Junger";"1999";"Perennial";"http://images.amazon.com/images/P/0060977477.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0060977477.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"The number-one New York Times best-seller recounts the dramatic story
of the fishing boat, Andrea Gail, which was lost in the North Atlantic
during an extraordinarily violent storm. Reprint. National ad/promo.
Tour. NYT.";"en"
"0345391691";"The Battle for God";"Karen Armstrong";"2001";"Ballantine Books";"http://images.amazon.com/images/P/0345391691.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345391691.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg";"['Religion']";"['Miscellaneous 1']";"Reveals how the fundamentalist movements in Christianity, Judaism, and
Islam were born out of a dread of modernity.";"en"
"0520011171";"Sappho: A New Translation";"Mary Barnard";"1958";"University of California Press";"http://images.amazon.com/images/P/0520011171.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0520011171.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg";"['Greek poetry']";"['Miscellaneous 2']";"These hundred poems and fragments constitute virtually all of Sappho
that survives and effectively bring to life the woman whom the Greeks
consider to be their greatest lyric poet.";"en"
"0553278746";"The Postman (Bantam Classics)";"David Brin";"1990";"Spectra Books";"http://images.amazon.com/images/P/0553278746.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553278746.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553278746.01.LZZZZZZZ.jpg";"";"['Miscellaneous 3']";"";""
"0670856045";"The Tortilla Curtain";"T. Coraghessan Boyle";"1995";"Viking Books";"http://images.amazon.com/images/P/0670856045.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670856045.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670856045.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The lives of two very different couples--wealthy Los Angeles liberals
Delaney and Kyra Mossbacher, and Candido and America Rincon, a pair of
Mexican illegals--suddenly collide, in a story that unfolds from the
shifting viewpoints of the ...";"en"
"0872200760";"Symposium";"Paul Woodruff";"1989";"Hackett Pub Co Inc";"http://images.amazon.com/images/P/0872200760.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0872200760.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0872200760.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"0937858994";"The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons";"Lynda Madaras";"1987";"W W Norton & Co";"http://images.amazon.com/images/P/0937858994.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0937858994.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0937858994.01.LZZZZZZZ.jpg";"['Juvenile Nonfiction']";"['Juvenile Nonfiction']";"Discusses the changes that take place in a boy&#39;s body during
puberty, including information on the body&#39;s changing size and
shape, the growth spurt, reproductive organs, pubic hair, beards,
pimples, voice changes, wet dreams, and puberty in ...";"en"
"0671649949";"OBJECT AFFECTION";"Stephen McCauley";"1988";"Washington Square Press";"http://images.amazon.com/images/P/0671649949.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671649949.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671649949.01.LZZZZZZZ.jpg";"['Gay men']";"['Miscellaneous 7']";"This is the gently comic story of two insecure young people who share
a Brooklyn apartment: a gay man and a pregnant woman who are both on
the brink of financial and emotional disaster.";"en"
"0590431110";"The Journey Home";"Isabelle Holland";"1993";"Scholastic Paperbacks (Mm)";"http://images.amazon.com/images/P/0590431110.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0590431110.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0590431110.01.LZZZZZZZ.jpg";"['Orphans']";"['Miscellaneous 8']";"Two orphan sisters in the late 1800s leave New York on the orphan
train to seek a new home in the West.";"en"
"0064470113";"Taking the Ferry Home";"Pam Conrad";"1990";"Harpercollins Juvenile Books";"http://images.amazon.com/images/P/0064470113.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0064470113.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0064470113.01.LZZZZZZZ.jpg";"['Family problems']";"['Miscellaneous 9']";"Two sixteen-year-old girls from different social classes spend the
summer together on a resort island and experience a test of their
friendship when family loyalties, romance, and drug dependence
interfere.";"en"
"0553571486";"Angel of Hope (Mercy Trilogy)";"Lurlene McDaniel";"2000";"Starfire";"http://images.amazon.com/images/P/0553571486.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0553571486.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0553571486.01.LZZZZZZZ.jpg";"['Juvenile Nonfiction']";"['Juvenile Nonfiction']";"Heather returns from her missionary trip to Africa, dissapointed to
find her selfish family unchanged, and a second trip back, with the
whole family this time, might be just what everyone needs. Original.";"en"
"0972044205";"The Breach";"Brian Kaufman";"2002";"Last Knight Pub Co";"http://images.amazon.com/images/P/0972044205.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0972044205.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0972044205.01.LZZZZZZZ.jpg";"";"['Miscellaneous 1']";"";""
"0312963009";"Neanderthal: A Novel";"John Darnton";"1997";"St. Martin's Press";"http://images.amazon.com/images/P/0312963009.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312963009.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Not since Jurassic Park has a novel so enthralled readers everywhere.
Now, enter the world of Neanderthal... The expedition of the
century...uncovers the find of the millennium...Neanderthal.";"en"
"0345430476";"A Small Dark Place";"Martin Schenk";"1999";"Ballantine Books";"http://images.amazon.com/images/P/0345430476.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345430476.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"In a desperate bid for some quick cash, a married couple stages the
fall of their daughter down a well, with terrifying consequences that
begin when their grown-up daughter returns years later from a small,
dark place. Reprint.";"en"
"0345435869";"The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON";"DAVID EDDINGS";"1999";"Del Rey";"http://images.amazon.com/images/P/0345435869.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0345435869.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The authors take readers on a behind-the-scenes tour of their
Belgariad and Malloreon saga and its companion stories, presenting the
extensive background materials compiled in preparation for the epic
adventure";"en"
"0380728729";"Babyhood";"Paul Reiser";"1998";"Avon";"http://images.amazon.com/images/P/0380728729.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0380728729.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0380728729.01.LZZZZZZZ.jpg";"['Biography & Autobiography']";"['Biography & Autobiography']";"The author, a new father, discusses the intricacies of welcoming a new
member of the family, from the nerve-racking drive to the delivery
room to the art of hypnotizing your newborn to sleep";"en"
"038081840X";"Year's Best Fantasy (Year's Best Fantasy)";"David G. Hartwell";"2001";"Eos";"http://images.amazon.com/images/P/038081840X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/038081840X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/038081840X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Contains tales of enchantment, wonder, and horror by authors including
Ursula K. LeGuin, Charles de Lint, Tanith Lee, Gene Wolfe, Ted Chiang,
Kate Riedel, Terry Goodkind, and Nicola Griffith.";"en"
"0449912302";"Dave Barry in Cyberspace";"Dave Barry";"1997";"Ballantine Books";"http://images.amazon.com/images/P/0449912302.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0449912302.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg";"['Computers']";"['Computers']";". . After a day spent staring at a computer monitor, think of the book
as a kind of screen saver for your brain.&quot;";"en"
"055329198X";"Wolf Moon";"John R. Holt";"1997";"Bantam";"http://images.amazon.com/images/P/055329198X.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/055329198X.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/055329198X.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"The last surviving member of a powerful but cursed family, Nicole St.
Claire returns from her exile in New York City to protect her old
love, Duffy Johnson, but the town&#39;s most powerful man is luring
them into an unholy trap, and Nicole&#39;s ...";"en"
"0671018930";"The War in Heaven (Eternal Warriors)";"Theodore Beale";"2000";"Pocket";"http://images.amazon.com/images/P/0671018930.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0671018930.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0671018930.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Three teenage siblings find themselves embroiled in spiritual warfare
when one of them, Christopher, is kidnapped by a rebel Prince and
forced to join Lucifer&#39;s ancient revolt against the King of
Heaven. Original.";"en"
"0812541642";"Waiting";"Frank M. Robinson";"2000";"Tor Books";"http://images.amazon.com/images/P/0812541642.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0812541642.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0812541642.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Waiting is even better, rich with character, suspense and constant
surprise. This is one of the best chillers of the entire decade. It is
guaranteed to give you nightmares. Reading this book was a pure
pleasure.&quot;--Mystery Scene";"en"
"0312988699";"Nowhere To Run";"Mary Jane Clark";"2004";"St. Martin's Paperbacks";"http://images.amazon.com/images/P/0312988699.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0312988699.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0312988699.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"&quot; -Kirkus Reviews &quot;Clark has perfected the suspense novel,
where in classic Christie fashion, everyone is a potential
suspect...timely, and downright fun.&quot; -Booklist &quot;A fast-
paced story line...a winner.";"en"
"0486282112";"Frankenstein (Dover Thrift Editions)";"Mary Wollstonecraft Shelley";"1994";"Dover Publications";"http://images.amazon.com/images/P/0486282112.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0486282112.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0486282112.01.LZZZZZZZ.jpg";"['Fiction']";"['Fiction']";"Frankenstein was published the next year and become the rage of
London. In the generations since, the story of Victor Frankenstein and
the monster he created has been read by millions all over the world.";"en"
"0670815373";"Urn Burial";"Robert Westall";"1987";"Viking Children's Books";"http://images.amazon.com/images/P/0670815373.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0670815373.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0670815373.01.LZZZZZZZ.jpg";"";"['Miscellaneous 4']";"";""
"0385313748";"All Our Yesterdays (Large Print)";"Robert B. Parker";"1994";"Delacorte Press";"http://images.amazon.com/images/P/0385313748.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/0385313748.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/0385313748.01.LZZZZZZZ.jpg";"";"['Miscellaneous 5']";"";""
"1575843366";"What Shall I Be (Barbie Carryalong)";"Rita Chapman Works";"1999";"Reader's Digest";"http://images.amazon.com/images/P/1575843366.01.THUMBZZZ.jpg";"http://images.amazon.com/images/P/1575843366.01.MZZZZZZZ.jpg";"http://images.amazon.com/images/P/1575843366.01.LZZZZZZZ.jpg";"";"['Miscellaneous 6']";"";""
